date,cbsa_code,city_description,population,actual_murder,actual_all_crimes,actual_index_violent
2016-02-01,17900,"Columbia, SC Metro Area",821158,4,3012.0,4.076923076923077
2016-02-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7211508,18,19827.0,10.392857142857142
2016-02-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155946,17,7986.0,101.58333333333333
2016-02-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1867746,12,6467.0,7.805555555555555
2016-02-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2446851,0,0.0,0.0
2016-02-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4677382,20,14804.0,36.075
2016-02-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4511762,10,13031.0,16.341463414634145
2016-02-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3025461,0,0.0,0.0
2016-03-01,12420,"Austin-Round Rock, TX Metro Area",2057443,4,6871.0,13.380952380952381
2016-03-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2474170,12,8775.0,9.215686274509803
2016-03-01,17900,"Columbia, SC Metro Area",821158,0,3401.0,5.666666666666667
2016-03-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7211508,39,21354.0,11.476190476190476
2016-03-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155946,11,8977.0,119.58333333333333
2016-03-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1867746,8,7448.0,9.027777777777779
2016-03-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2446851,0,0.0,0.0
2016-03-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4677382,15,15924.0,40.625
2016-03-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4511762,19,13682.0,17.71951219512195
2016-03-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3025461,0,0.0,0.0
2016-04-01,12420,"Austin-Round Rock, TX Metro Area",2057443,3,6828.0,13.166666666666666
2016-04-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2474170,9,9119.0,8.245098039215685
2016-04-01,17900,"Columbia, SC Metro Area",821158,5,3696.0,5.371794871794871
2016-04-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7211508,26,22635.0,12.595238095238095
2016-04-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155946,26,8594.0,129.91666666666666
2016-04-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1867746,8,7581.0,8.88888888888889
2016-04-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2446851,0,0.0,0.0
2016-04-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4677382,19,16414.0,41.375
2016-04-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4511762,20,13753.0,18.463414634146343
2016-04-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3025461,0,0.0,0.0
2016-05-01,12420,"Austin-Round Rock, TX Metro Area",2057443,5,6772.0,13.404761904761905
2016-05-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2474170,17,10374.0,9.892156862745098
2016-05-01,17900,"Columbia, SC Metro Area",821158,10,3875.0,5.358974358974359
2016-05-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7211508,38,23671.0,13.035714285714286
2016-05-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155946,10,9054.0,137.58333333333334
2016-05-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1867746,6,7808.0,9.287037037037036
2016-05-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2446851,0,0.0,0.0
2016-05-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4677382,16,16633.0,42.625
2016-05-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4511762,19,14730.0,18.926829268292682
2016-05-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3025461,0,0.0,0.0
2016-06-01,12420,"Austin-Round Rock, TX Metro Area",2057443,8,6618.0,13.095238095238095
2016-06-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2474170,6,9869.0,9.666666666666666
2016-06-01,17900,"Columbia, SC Metro Area",821158,3,3327.0,4.730769230769231
2016-06-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7211508,34,22689.0,13.232142857142858
2016-06-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155946,18,8496.0,122.66666666666667
2016-06-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1867746,12,7405.0,9.268518518518519
2016-06-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2446851,65,10963.0,14.74074074074074
2016-06-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4677382,33,16114.0,41.7
2016-06-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4511762,25,13432.0,19.76829268292683
2016-06-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3025461,24,18483.0,25.88095238095238
2016-07-01,12420,"Austin-Round Rock, TX Metro Area",2057443,12,6411.0,11.928571428571429
2016-07-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2474170,15,9983.0,10.009803921568627
2016-07-01,17900,"Columbia, SC Metro Area",821158,5,3501.0,5.384615384615385
2016-07-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7211508,37,22889.0,13.94047619047619
2016-07-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155946,15,8566.0,127.75
2016-07-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1867746,12,7539.0,9.194444444444445
2016-07-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2446851,0,0.0,0.0
2016-07-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4677382,29,15974.0,44.675
2016-07-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4511762,25,13595.0,19.695121951219512
2016-07-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3025461,0,0.0,0.0
2016-08-01,12420,"Austin-Round Rock, TX Metro Area",2057443,6,6442.0,12.69047619047619
2016-08-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2474170,12,9728.0,8.980392156862745
2016-08-01,17900,"Columbia, SC Metro Area",821158,6,3736.0,6.128205128205129
2016-08-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7211508,35,23312.0,13.458333333333334
2016-08-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155946,17,9022.0,131.83333333333334
2016-08-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1867746,4,7726.0,9.212962962962964
2016-08-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2446851,0,0.0,0.0
2016-08-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4677382,26,16886.0,43.2
2016-08-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4511762,31,14047.0,19.48780487804878
2016-08-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3025461,0,0.0,0.0
2016-09-01,12420,"Austin-Round Rock, TX Metro Area",2057443,9,6612.0,13.047619047619047
2016-09-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2474170,10,9291.0,8.872549019607844
2016-09-01,17900,"Columbia, SC Metro Area",821158,6,3898.0,4.987179487179487
2016-09-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7211508,32,22362.0,13.142857142857142
2016-09-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155946,15,9139.0,126.08333333333333
2016-09-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1867746,13,7812.0,9.564814814814815
2016-09-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2446851,0,0.0,0.0
2016-09-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4677382,17,16283.0,41.425
2016-09-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4511762,12,13131.0,17.670731707317074
2016-09-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3025461,0,0.0,0.0
2016-10-01,12420,"Austin-Round Rock, TX Metro Area",2057443,6,7042.0,14.404761904761905
2016-10-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2474170,11,8835.0,8.53921568627451
2016-10-01,17900,"Columbia, SC Metro Area",821158,3,3799.0,5.0256410256410255
2016-10-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7211508,32,22975.0,13.785714285714286
2016-10-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155946,21,9073.0,98.25
2016-10-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1867746,5,7928.0,9.63888888888889
2016-10-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2446851,0,0.0,0.0
2016-10-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4677382,21,16757.0,42.4
2016-10-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4511762,15,13794.0,18.548780487804876
2016-10-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3025461,0,0.0,0.0
2016-11-01,12420,"Austin-Round Rock, TX Metro Area",2057443,7,6388.0,11.928571428571429
2016-11-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2474170,11,8782.0,8.431372549019608
2016-11-01,17900,"Columbia, SC Metro Area",821158,6,3477.0,4.8076923076923075
2016-11-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7211508,23,21140.0,12.446428571428571
2016-11-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155946,14,8697.0,91.83333333333333
2016-11-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1867746,8,7321.0,8.685185185185185
2016-11-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2446851,0,0.0,0.0
2016-11-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4677382,17,16033.0,44.55
2016-11-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4511762,20,13757.0,17.036585365853657
2016-11-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3025461,0,0.0,0.0
2016-12-01,12420,"Austin-Round Rock, TX Metro Area",2057443,8,6485.0,12.30952380952381
2016-12-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2474170,19,9119.0,9.529411764705882
2016-12-01,17900,"Columbia, SC Metro Area",821158,6,3797.0,4.576923076923077
2016-12-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7211508,27,22472.0,13.470238095238095
2016-12-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2155946,15,8671.0,83.16666666666667
2016-12-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1867746,18,6930.0,9.092592592592593
2016-12-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2446851,131,96243.0,136.80246913580248
2016-12-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4677382,15,17142.0,39.725
2016-12-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4511762,12,14306.0,17.402439024390244
2016-12-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3025461,94,93400.0,96.66666666666667
2017-01-01,12420,"Austin-Round Rock, TX Metro Area",2117921,4,6597.0,12.547619047619047
2017-01-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,13,9285.0,9.215686274509803
2017-01-01,17900,"Columbia, SC Metro Area",827703,8,3955.0,5.576923076923077
2017-01-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,42,22467.0,13.833333333333334
2017-01-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,12,9515.0,93.16666666666667
2017-01-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,12,7634.0,9.981481481481481
2017-01-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,0,0.0,0.0
2017-01-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,22,17034.0,42.1
2017-01-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,23,14257.0,16.621951219512194
2017-01-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,0,0.0,0.0
2017-02-01,12420,"Austin-Round Rock, TX Metro Area",2117921,5,5946.0,11.428571428571429
2017-02-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,7,7998.0,9.019607843137255
2017-02-01,17900,"Columbia, SC Metro Area",827703,4,3038.0,4.102564102564102
2017-02-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,24,19957.0,12.196428571428571
2017-02-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,14,7927.0,79.41666666666667
2017-02-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,11,6434.0,7.805555555555555
2017-02-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,0,0.0,0.0
2017-02-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,16,15121.0,38.875
2017-02-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,19,12605.0,15.426829268292684
2017-02-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,0,0.0,0.0
2017-03-01,12420,"Austin-Round Rock, TX Metro Area",2117921,7,6699.0,13.166666666666666
2017-03-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,13,7716.0,7.549019607843137
2017-03-01,17900,"Columbia, SC Metro Area",827703,5,3216.0,4.064102564102564
2017-03-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,36,21523.0,12.875
2017-03-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,16,8561.0,87.91666666666667
2017-03-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,11,7223.0,9.148148148148149
2017-03-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,0,0.0,0.0
2017-03-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,23,16784.0,45.525
2017-03-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,21,13834.0,17.23170731707317
2017-03-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,0,0.0,0.0
2017-04-01,12420,"Austin-Round Rock, TX Metro Area",2117921,3,6518.0,11.523809523809524
2017-04-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,11,8326.0,7.754901960784314
2017-04-01,17900,"Columbia, SC Metro Area",827703,4,3551.0,4.730769230769231
2017-04-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,29,22417.0,13.380952380952381
2017-04-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,17,8826.0,96.33333333333333
2017-04-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,8,7693.0,9.796296296296296
2017-04-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,0,0.0,0.0
2017-04-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,23,16424.0,46.775
2017-04-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,11,13730.0,17.585365853658537
2017-04-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,0,0.0,0.0
2017-05-01,12420,"Austin-Round Rock, TX Metro Area",2117921,6,6778.0,13.761904761904763
2017-05-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,9,8974.0,8.656862745098039
2017-05-01,17900,"Columbia, SC Metro Area",827703,7,3797.0,4.935897435897436
2017-05-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,35,23919.0,13.869047619047619
2017-05-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,17,10024.0,98.83333333333333
2017-05-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,15,8351.0,10.166666666666666
2017-05-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,0,0.0,0.0
2017-05-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,31,16918.0,47.6
2017-05-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,19,13757.0,18.414634146341463
2017-05-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,0,0.0,0.0
2017-06-01,12420,"Austin-Round Rock, TX Metro Area",2117921,3,6351.0,13.976190476190476
2017-06-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,14,8875.0,8.117647058823529
2017-06-01,17900,"Columbia, SC Metro Area",827703,3,3577.0,4.82051282051282
2017-06-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,26,22816.0,13.726190476190476
2017-06-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,13,8870.0,90.08333333333333
2017-06-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,15,8043.0,9.777777777777779
2017-06-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,13,10700.0,12.345679012345679
2017-06-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,17,16334.0,43.6
2017-06-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,21,12774.0,18.25609756097561
2017-06-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,34,17990.0,25.61904761904762
2017-07-01,12420,"Austin-Round Rock, TX Metro Area",2117921,3,6681.0,14.285714285714286
2017-07-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,11,9388.0,9.411764705882353
2017-07-01,17900,"Columbia, SC Metro Area",827703,3,3801.0,5.256410256410256
2017-07-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,28,22818.0,14.607142857142858
2017-07-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,12,9100.0,89.91666666666667
2017-07-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,12,8142.0,10.351851851851851
2017-07-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,0,0.0,0.0
2017-07-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,19,16952.0,46.0
2017-07-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,17,13369.0,19.76829268292683
2017-07-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,0,0.0,0.0
2017-08-01,12420,"Austin-Round Rock, TX Metro Area",2117921,8,6427.0,12.928571428571429
2017-08-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,12,9489.0,9.029411764705882
2017-08-01,17900,"Columbia, SC Metro Area",827703,2,3681.0,5.128205128205129
2017-08-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,27,23372.0,13.964285714285714
2017-08-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,9,9459.0,99.25
2017-08-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,10,7926.0,10.083333333333334
2017-08-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,0,0.0,0.0
2017-08-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,25,17523.0,55.85
2017-08-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,18,13425.0,20.158536585365855
2017-08-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,0,0.0,0.0
2017-09-01,12420,"Austin-Round Rock, TX Metro Area",2117921,2,6569.0,13.0
2017-09-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,11,8810.0,8.284313725490197
2017-09-01,17900,"Columbia, SC Metro Area",827703,7,3869.0,5.730769230769231
2017-09-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,40,22693.0,13.380952380952381
2017-09-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,6,9534.0,100.66666666666667
2017-09-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,13,7517.0,8.37962962962963
2017-09-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,0,0.0,0.0
2017-09-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,18,16537.0,45.625
2017-09-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,14,12375.0,17.414634146341463
2017-09-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,0,0.0,0.0
2017-10-01,12420,"Austin-Round Rock, TX Metro Area",2117921,4,6625.0,12.666666666666666
2017-10-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,10,9313.0,8.294117647058824
2017-10-01,17900,"Columbia, SC Metro Area",827703,4,3638.0,5.0
2017-10-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,36,23069.0,13.75
2017-10-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,73,9900.0,103.0
2017-10-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,12,7690.0,8.87962962962963
2017-10-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,0,0.0,0.0
2017-10-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,31,17681.0,51.325
2017-10-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,14,13714.0,19.585365853658537
2017-10-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,0,0.0,0.0
2017-11-01,12420,"Austin-Round Rock, TX Metro Area",2117921,1,6137.0,12.857142857142858
2017-11-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,12,8557.0,7.96078431372549
2017-11-01,17900,"Columbia, SC Metro Area",827703,4,3686.0,5.0
2017-11-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,36,21667.0,13.625
2017-11-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,16,9172.0,86.16666666666667
2017-11-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,14,7189.0,8.092592592592593
2017-11-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,0,0.0,0.0
2017-11-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,18,16429.0,48.675
2017-11-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,15,12879.0,16.29268292682927
2017-11-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,0,0.0,0.0
2017-12-01,12420,"Austin-Round Rock, TX Metro Area",2117921,6,6139.0,11.976190476190476
2017-12-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2527942,9,8165.0,7.235294117647059
2017-12-01,17900,"Columbia, SC Metro Area",827703,8,3723.0,4.884615384615385
2017-12-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7345796,20,21509.0,12.416666666666666
2017-12-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2203346,33,9425.0,91.58333333333333
2017-12-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1907486,16,7174.0,7.851851851851852
2017-12-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2504627,112,92353.0,124.69135802469135
2017-12-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4753050,30,16602.0,43.325
2017-12-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4574698,17,13462.0,16.951219512195124
2017-12-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3088779,77,88652.0,96.67857142857143
2018-01-01,12420,"Austin-Round Rock, TX Metro Area",2173033,3,6053.0,11.477272727272727
2018-01-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,10,8463.0,8.294117647058824
2018-01-01,17900,"Columbia, SC Metro Area",834324,6,3585.0,5.012658227848101
2018-01-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,27,21513.0,12.23121387283237
2018-01-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,18,9209.0,86.08333333333333
2018-01-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,13,7116.0,9.277777777777779
2018-01-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,0,0.0,0.0
2018-01-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,25,17180.0,44.85
2018-01-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,23,14477.0,17.44047619047619
2018-01-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,0,0.0,0.0
2018-02-01,12420,"Austin-Round Rock, TX Metro Area",2173033,2,5715.0,11.068181818181818
2018-02-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,8,7644.0,7.137254901960785
2018-02-01,17900,"Columbia, SC Metro Area",834324,7,3356.0,4.8354430379746836
2018-02-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,24,18434.0,9.647398843930636
2018-02-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,18,8567.0,98.08333333333333
2018-02-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,7,6530.0,7.916666666666667
2018-02-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,0,0.0,0.0
2018-02-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,18,15318.0,39.7
2018-02-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,16,12061.0,15.369047619047619
2018-02-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,0,0.0,0.0
2018-03-01,12420,"Austin-Round Rock, TX Metro Area",2173033,7,6199.0,12.75
2018-03-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,6,7899.0,7.490196078431373
2018-03-01,17900,"Columbia, SC Metro Area",834324,5,3694.0,4.974683544303797
2018-03-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,36,21541.0,11.988439306358382
2018-03-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,12,9102.0,88.16666666666667
2018-03-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,10,7152.0,8.675925925925926
2018-03-01,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2568290,0,0.0,0.0
2018-03-01,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4876829,23,16285.0,45.875
2018-03-01,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4598111,15,13172.0,17.023809523809526
2018-03-01,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3140906,0,0.0,0.0
2018-04-01,12420,"Austin-Round Rock, TX Metro Area",2173033,3,6169.0,10.659090909090908
2018-04-01,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2576452,15,8231.0,7.401960784313726
2018-04-01,17900,"Columbia, SC Metro Area",834324,1,3656.0,4.936708860759493
2018-04-01,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7500561,31,21464.0,11.965317919075144
2018-04-01,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2236094,14,9171.0,89.0
2018-04-01,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1942634,12,7020.0,7.935185185185185
